Total Number  albums: 4054
Number Hi-Res albums: 3144
Number Lo-Res albums:  910

-No-  Hi  Lo  Artist's Name
 341   1   0  Erskine, Rantala Danielsson
 340   1   0  Erasure
 339   4   0  Enya
 338   2   0  Eno, Brian
 334   1   0  Emery
 333   2   0  Emerson, Lake & Palmer
 332   1   0  Ellington, Duke
 331  13   0  Electric Light Orchestra
 330   1   0  Edelman, Randy
 329   1   0  Eazy-E
 328   8   0  Earth, Wind and Fire
 327   2   0  Earle, Steve
 325  36   0  Dylan, Bob
 323   1   0  Duffy
 322   1   0  Dropkick Murphys
 321   4   0  Drive-By Truckers
 320   2   0  Drifters, The
 319   3   0  Dream Theater
 317   2   0  DragonForce
 313   1   0  Donovan
 312   1   0  Donnas, The
 311   3   0  Domino, Fats
 309   2   0  Dixon, Willie
 308   1   0  Division, Joy
 307   1   0  Disturbed
 304   2   0  Dion, Celine
 303   6   0  Dio
 302   2   0  Dido
 301   2   0  Diddley, Bo
 300   3   0  Diamond, Neil
 299   2   0  Di Meola, Al
 298   2   0  Devo
 296   4   0  Destiny's Child
 295   1   0  DeRulo, Jason
 294   1   0  Derek and the Dominoes
 293   8   0  Depeche Mode
 292   1   0  Dennen, Brett
 290   1   0  Deftones
 288   3   0  Deerhunter
 287   7   0  Deep Purple
 286   4   0  Decemberists, The
 285   1   0  Death From Above
 284   1   0  Death Cab For Cutie
 283   1   0  Dead Weather, The
 282   5   0  Dead Can Dance
 281   2   0  De La Soul
 280   1   0  Days Of The New
 278   8   0  Davis, Miles
 276   1   0  Daughtry
 275   1   0  Darin, Bobby
 273   2   0  Damned, the
 270   1   0  Dale, Dick & the Del-Tones
 269   1   0  Dailey & Vincent
 267   4   0  Daft Punk
 242   1   0  Curren$y
 241   5   0  Cure, The
 239   1   0  Crystals, the
 237   1   0  Cruz, Taio
 235   3   0  Crow, Sheryl
 234   1   0  Crossfade
 232   4   0  Crosby, David
 231   2   0  Croce, Jim
 228   7   0  Cream
 227   1   0  Crawford, Randy
 225   1   0  Cramer, Floyd
 223   4   0  Cowabunga Sets 1-4
 222   1   0  Country Joe and the Fish
 219   1   0  Cosmic Messenger
 217   2   0  Corboz, Michel
 215   9   0  Cooke, Sam
 211   2   0  Commodores
 210   2   0  Colltrane, John
 208   4   0  Collective Soul
 206   1   0  Cohen, Leonard
 205   7   0  Cocker, Joe
 204   1   0  Cobain, Kurt
 203   1   0  Coasters, the
 202   1   0  Club Nouveau
 201   4   0  Cline, Patsy
 199   1   0  Clegg, Johnny
 198   4   0  Clash, the
 197   2   0  Clarkson, Kelly
 196   1   0  Clark, Terri
 194   2   0  Church, Eric
 193   1   0  Church, Charlotte
 192   1   0  Chromeo
 191   4   0  Chieftains, The
 190   1   0  Chickenfoot
 189   6   0  Chicago
 187   1   0  Cherryholmes
 186   1   0  Cherry Poppin’ Daddies
 182   1   0  Charlie Daniels Band, The
 181  10   0  Charles, Ray
 180   3   0  Chapman, Tracy
 178   3   0  Cave, Nick & the Bad Seeds
 177   8   0  Casting Crowns
 175   4   0  Casablanca Records
 174   5   0  Cars, the
 173   4   0  Carpenters, The
 172   2   0  Carpenter, Mary Chapin
 171   1   0  Carlile, Brandi
 170   2   0  Carey, Mariah
 169   2   0  Captain Beefheart
 166   2   0  Calexico
 164   1   0  C + C Music Factory
 163   4   0  Byrds, The
 162   1   0  Bush, Sam
 160   3   0  Burke, Solomon
 158   1   0  Buffett, Jimmy
 156   2   0  Buena Vista Social Club
 154   1   0  Buckley, Tim
 153   1   0  Buckley, Jeff
 152   2   0  Buckcherry
 151   6   0  Bruce, Lenny
 263   6   0  Bruce, Lenny
 150   1   0  Bruce, Jack
 149   2   0  Browne, Jackson
 146  14   0  Brooks, Garth
 145   4   0  Brill Building
 144   1   0  Brice, Lee
 143   1   0  Breeders, the
 137   2   0  Booker T & the MGs
 135   9   0  Bonamassa, Joe
 133   1   0  Bon Iver
 132   1   0  Bolton, Michael
 128   7   0  Blues Traveler
 127   3   0  Blues Brother, The
 126   1   0  Blue Oyster Cult
 125   6   0  Blood, Sweat & Tears
 124   3   0  Blondie
 123   1   0  Block, Rory
 122   5   0  Blink 182
 121   6   0  Blind Pig Records
 119   1   0  Blind Faith
 117   1   0  Blakey, Art
 116   1   0  Blackmore's Night
 113   1   0  Black Flag
 112   3   0  Black Eyed Peas
 111  10   0  Black Crowes, The
 109   1   0  Big Star
 106   1   0  Bieber, Justin
 105   1   0  Bibb, Eric
 104   1   0  Better Than Ezra
 103   5   0  Best of Broadside 1962-1988
 102   4   0  Berry, Chuck
 100   1   0  Bennett, Tony
  99   1   0  Benatar, Pat
  97   1   0  Bega, Lou
  96   5   0  Bee Gees
  95   1   0  Bedovin Soundclash
  94   8   0  Beck, Jeff
  89   3   0  Be Bop A Lula
  88   1   0  Bay, James
  87   1   0  Bauhaus
  86   1   0  Bat for Lashes
  85   4   0  Basie, Count
  84   3   0  Barrueco, Manuel
  83   1   0  Barnet, Charlie
  81   2   0  Bar-Kays
  80   3   0  Band, the
  79   1   0  Band Perry, the
  78   1   0  Bananarama
  77   1   0  Baker, Chet
  76   4   0  Baez, Joan
  75   2   0  Badu. Erykah
  74   3   0  Bad Religion
  73   7   0  Bad Company
  72   1   0  Backstreet Boys
  71   3   0  Bachman-Turner Overdrive
  69   1   0  Babble
  68   2   0  B52's
  67   1   0  B.o.B
  66   4   0  Avenged Sevenfold
  64   2   0  Audioslave
  61   1   0  Atlanta Rhythm Section
  60   3   0  Atkins, Chet
  58   1   0  Association, the
  57   5   0  Asia
  55   4   0  Armstrong, Louis
  54   1   0  Armik
  53   1   0  Argent
  52   4   0  Arctic Monkeys
  49   1   0  April Wine
  47   4   0  Anthrax
  46   2   0  Anthony, Marc
  45   1   0  Anka, Paul
  44   2   0  Animals, the
  43   1   0  Anderson, Sunshine
 245   1   0  Amsterdam Guitar Trio
  42   2   0  Amos, Tori
  41   2   0  America
  40   1   0  Amath, Amon
  39   1   0  Amadou & Mariam
  38   4   0  Alpert, Herb
  36   2   0  All American Rejects, the
  34   9   0  Alice in Chains
  33   7   0  Alice Cooper
  32   1   0  Aldean, Jason
  31   1   0  Alabama
  30   4   0  Air supply
  29   3   0  Air
  28   1   0  Aiken, Clay
  27   3   0  Aguilera, Christina
  25  14   0  Aerosmith
  24   4   0  Adele
  23   1   0  Addition, James
  22   1   0  Adderley, Cannonball
  21   4   0  Adams, Bryan
  19   2   0  Ace of Base
  18  15   0  AC-DC
  16   5   0  ABBA
  15   1   0  Aaliyah
  14   3   0  A Tribe Called Quest
  13   2   0  A Taste Of Honey
  12   5   0  A Perfect Circle
  10   1   0  A Flock of Sea Gulls
   8   1   0  4 Non Blondes
   7   6   0  311
   6   4   0  3 doors down
   3   1   0  12 Stones
   1   6   0  10,000 Maniacs
